catalog,vendor,product,api_family,api_group,id,status,method,path,summary,migration_phase,migration_use,official_doc_url
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue attachments,issue-attachments-delete-rest-api-3-attachment-id,reviewed,DELETE,/rest/api/3/attachment/{id},Delete attachment,reconcile,Issue attachments reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-attachments/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue attachments,issue-attachments-get-rest-api-3-attachment-id,reviewed,GET,/rest/api/3/attachment/{id},Get attachment metadata,extract,Issue attachments extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-attachments/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue attachments,issue-attachments-get-rest-api-3-attachment-id-expand-human,reviewed,GET,/rest/api/3/attachment/{id}/expand/human,Get all metadata for an expanded attachment,extract,Issue attachments extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-attachments/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue attachments,issue-attachments-get-rest-api-3-attachment-id-expand-raw,reviewed,GET,/rest/api/3/attachment/{id}/expand/raw,Get contents metadata for an expanded attachment,extract,Issue attachments extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-attachments/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Audit records,audit-records-get-rest-api-3-auditing-record,reviewed,GET,/rest/api/3/auditing/record,Get audit records,extract,Audit records extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-audit-records/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Avatars,avatars-get-rest-api-3-avatar-type-system,reviewed,GET,/rest/api/3/avatar/{type}/system,Get system avatars by type,extract,Avatars extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-avatars/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue bulk operations,issue-bulk-operations-post-rest-api-3-bulk-issues-delete,reviewed,POST,/rest/api/3/bulk/issues/delete,Bulk delete issues,transform,Issue bulk operations reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-bulk-operations/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue bulk operations,issue-bulk-operations-get-rest-api-3-bulk-issues-fields,reviewed,GET,/rest/api/3/bulk/issues/fields,Get bulk editable fields,extract,Issue bulk operations extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-bulk-operations/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue bulk operations,issue-bulk-operations-post-rest-api-3-bulk-issues-fields,reviewed,POST,/rest/api/3/bulk/issues/fields,Bulk edit issues,load,Issue bulk operations creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-bulk-operations/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue bulk operations,issue-bulk-operations-post-rest-api-3-bulk-issues-move,reviewed,POST,/rest/api/3/bulk/issues/move,Bulk move issues,transform,Issue bulk operations reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-bulk-operations/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue bulk operations,issue-bulk-operations-get-rest-api-3-bulk-issues-transition,reviewed,GET,/rest/api/3/bulk/issues/transition,Get available transitions,extract,Issue bulk operations extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-bulk-operations/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue bulk operations,issue-bulk-operations-post-rest-api-3-bulk-issues-transition,reviewed,POST,/rest/api/3/bulk/issues/transition,Bulk transition issue statuses,load,Issue bulk operations creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-bulk-operations/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue bulk operations,issue-bulk-operations-post-rest-api-3-bulk-issues-unwatch,reviewed,POST,/rest/api/3/bulk/issues/unwatch,Bulk unwatch issues,transform,Issue bulk operations reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-bulk-operations/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue bulk operations,issue-bulk-operations-post-rest-api-3-bulk-issues-watch,reviewed,POST,/rest/api/3/bulk/issues/watch,Bulk watch issues,transform,Issue bulk operations reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-bulk-operations/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue bulk operations,issue-bulk-operations-get-rest-api-3-bulk-queue-taskid,reviewed,GET,/rest/api/3/bulk/queue/{taskId},Get bulk issue operation progress,extract,Issue bulk operations extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-bulk-operations/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issues,issues-post-rest-api-3-changelog-bulkfetch,reviewed,POST,/rest/api/3/changelog/bulkfetch,Bulk fetch changelogs,transform,Issues reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issues/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Classification levels,classification-levels-get-rest-api-3-classification-levels,reviewed,GET,/rest/api/3/classification-levels,Get all classification levels,extract,Classification levels extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-classification-levels/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue comments,issue-comments-post-rest-api-3-comment-list,reviewed,POST,/rest/api/3/comment/list,Get comments by IDs,transform,Issue comments reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-comments/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue comment properties,issue-comment-properties-get-rest-api-3-comment-commentid-properties,reviewed,GET,/rest/api/3/comment/{commentId}/properties,Get comment property keys,extract,Issue comment properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-comment-properties/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue comment properties,issue-comment-properties-delete-rest-api-3-comment-commentid-properties-propertykey,reviewed,DELETE,/rest/api/3/comment/{commentId}/properties/{propertyKey},Delete comment property,reconcile,Issue comment properties reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-comment-properties/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue comment properties,issue-comment-properties-get-rest-api-3-comment-commentid-properties-propertykey,reviewed,GET,/rest/api/3/comment/{commentId}/properties/{propertyKey},Get comment property,extract,Issue comment properties extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-comment-properties/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Issue comment properties,issue-comment-properties-put-rest-api-3-comment-commentid-properties-propertykey,reviewed,PUT,/rest/api/3/comment/{commentId}/properties/{propertyKey},Set comment property,transform,Issue comment properties reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-issue-comment-properties/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project components,project-components-get-rest-api-3-component,reviewed,GET,/rest/api/3/component,Find components for projects,extract,Project components extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-components/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project components,project-components-post-rest-api-3-component,reviewed,POST,/rest/api/3/component,Create component,load,Project components creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-components/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project components,project-components-delete-rest-api-3-component-id,reviewed,DELETE,/rest/api/3/component/{id},Delete component,reconcile,Project components reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-components/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project components,project-components-get-rest-api-3-component-id,reviewed,GET,/rest/api/3/component/{id},Get component,extract,Project components extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-components/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project components,project-components-put-rest-api-3-component-id,reviewed,PUT,/rest/api/3/component/{id},Update component,load,Project components creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-components/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Project components,project-components-get-rest-api-3-component-id-relatedissuecounts,reviewed,GET,/rest/api/3/component/{id}/relatedIssueCounts,Get component issues count,extract,Project components extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-project-components/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Field schemes,field-schemes-get-rest-api-3-config-fieldschemes,reviewed,GET,/rest/api/3/config/fieldschemes,Get field schemes,extract,Field schemes extraction; Source-to-target validation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-field-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Field schemes,field-schemes-post-rest-api-3-config-fieldschemes,reviewed,POST,/rest/api/3/config/fieldschemes,Create field scheme,load,Field schemes creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-field-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Field schemes,field-schemes-delete-rest-api-3-config-fieldschemes-fields,reviewed,DELETE,/rest/api/3/config/fieldschemes/fields,Remove fields associated with field schemes,reconcile,Field schemes reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-field-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Field schemes,field-schemes-put-rest-api-3-config-fieldschemes-fields,reviewed,PUT,/rest/api/3/config/fieldschemes/fields,Update fields associated with field schemes,load,Field schemes creation or update during target load; Post-migration correction or backfill,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-field-schemes/
jira-cloud.yml,Atlassian,Jira Cloud,Jira Cloud Platform REST API v3,Field schemes,field-schemes-delete-rest-api-3-config-fieldschemes-fields-parameters,reviewed,DELETE,/rest/api/3/config/fieldschemes/fields/parameters,Remove field parameters,reconcile,Field schemes reconciliation,https://developer.atlassian.com/cloud/jira/platform/rest/v3/api-group-field-schemes/
